2019-06-26_15:36:53data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/3354 (epoch 0), train_loss = 9.870, time/batch = 0.194
2701/3354 (epoch 0), train_loss = 5.360, time/batch = 0.116
2702/3354 (epoch 0), train_loss = 5.243, time/batch = 0.118
2703/3354 (epoch 0), train_loss = 4.512, time/batch = 0.118
2704/3354 (epoch 0), train_loss = 4.434, time/batch = 0.118
2705/3354 (epoch 0), train_loss = 4.344, time/batch = 0.116
2706/3354 (epoch 0), train_loss = 4.567, time/batch = 0.116
2707/3354 (epoch 0), train_loss = 3.401, time/batch = 0.117
2708/3354 (epoch 0), train_loss = 3.402, time/batch = 0.119
2709/3354 (epoch 0), train_loss = 4.598, time/batch = 0.117
2710/3354 (epoch 0), train_loss = 4.792, time/batch = 0.118
2711/3354 (epoch 0), train_loss = 5.397, time/batch = 0.118
2712/3354 (epoch 0), train_loss = 4.411, time/batch = 0.116
2713/3354 (epoch 0), train_loss = 4.467, time/batch = 0.116
2714/3354 (epoch 0), train_loss = 4.043, time/batch = 0.117
2715/3354 (epoch 0), train_loss = 4.760, time/batch = 0.116
2716/3354 (epoch 0), train_loss = 4.103, time/batch = 0.120
2717/3354 (epoch 0), train_loss = 4.525, time/batch = 0.116
2718/3354 (epoch 0), train_loss = 4.165, time/batch = 0.117
2719/3354 (epoch 0), train_loss = 3.980, time/batch = 0.115
2720/3354 (epoch 0), train_loss = 3.880, time/batch = 0.118
2721/3354 (epoch 0), train_loss = 4.954, time/batch = 0.116
2722/3354 (epoch 0), train_loss = 3.375, time/batch = 0.117
2723/3354 (epoch 0), train_loss = 4.663, time/batch = 0.117
2724/3354 (epoch 0), train_loss = 4.066, time/batch = 0.121
2725/3354 (epoch 0), train_loss = 4.017, time/batch = 0.117
2726/3354 (epoch 0), train_loss = 4.225, time/batch = 0.118
2727/3354 (epoch 0), train_loss = 4.331, time/batch = 0.119
2728/3354 (epoch 0), train_loss = 4.736, time/batch = 0.118
2729/3354 (epoch 0), train_loss = 3.583, time/batch = 0.120
2730/3354 (epoch 0), train_loss = 3.645, time/batch = 0.117
2731/3354 (epoch 0), train_loss = 3.283, time/batch = 0.117
2732/3354 (epoch 0), train_loss = 3.922, time/batch = 0.118
2733/3354 (epoch 0), train_loss = 4.121, time/batch = 0.117
2734/3354 (epoch 0), train_loss = 4.054, time/batch = 0.119
2735/3354 (epoch 0), train_loss = 4.106, time/batch = 0.119
2736/3354 (epoch 0), train_loss = 4.105, time/batch = 0.118
2737/3354 (epoch 0), train_loss = 4.094, time/batch = 0.119
2738/3354 (epoch 0), train_loss = 4.007, time/batch = 0.118
2739/3354 (epoch 0), train_loss = 4.282, time/batch = 0.117
2740/3354 (epoch 0), train_loss = 3.978, time/batch = 0.117
2741/3354 (epoch 0), train_loss = 4.022, time/batch = 0.118
2742/3354 (epoch 0), train_loss = 3.051, time/batch = 0.118
2743/3354 (epoch 0), train_loss = 3.712, time/batch = 0.116
2744/3354 (epoch 0), train_loss = 4.333, time/batch = 0.119
2745/3354 (epoch 0), train_loss = 4.653, time/batch = 0.119
2746/3354 (epoch 0), train_loss = 3.927, time/batch = 0.118
2747/3354 (epoch 0), train_loss = 4.598, time/batch = 0.115
2748/3354 (epoch 0), train_loss = 4.583, time/batch = 0.117
2749/3354 (epoch 0), train_loss = 4.200, time/batch = 0.119
2750/3354 (epoch 0), train_loss = 3.692, time/batch = 0.120
2751/3354 (epoch 0), train_loss = 4.221, time/batch = 0.116
2752/3354 (epoch 0), train_loss = 3.939, time/batch = 0.119
2753/3354 (epoch 0), train_loss = 4.136, time/batch = 0.119
2754/3354 (epoch 0), train_loss = 4.706, time/batch = 0.122
2755/3354 (epoch 0), train_loss = 4.540, time/batch = 0.120
2756/3354 (epoch 0), train_loss = 3.968, time/batch = 0.120
2757/3354 (epoch 0), train_loss = 4.332, time/batch = 0.118
2758/3354 (epoch 0), train_loss = 3.863, time/batch = 0.119
2759/3354 (epoch 0), train_loss = 3.113, time/batch = 0.116
2760/3354 (epoch 0), train_loss = 4.333, time/batch = 0.117
2761/3354 (epoch 0), train_loss = 4.768, time/batch = 0.115
2762/3354 (epoch 0), train_loss = 4.080, time/batch = 0.116
2763/3354 (epoch 0), train_loss = 4.909, time/batch = 0.117
2764/3354 (epoch 0), train_loss = 4.365, time/batch = 0.122
2765/3354 (epoch 0), train_loss = 4.711, time/batch = 0.117
2766/3354 (epoch 0), train_loss = 5.200, time/batch = 0.117
2767/3354 (epoch 0), train_loss = 4.832, time/batch = 0.119
2768/3354 (epoch 0), train_loss = 4.578, time/batch = 0.117
2769/3354 (epoch 0), train_loss = 3.402, time/batch = 0.116
2770/3354 (epoch 0), train_loss = 3.544, time/batch = 0.116
2771/3354 (epoch 0), train_loss = 4.436, time/batch = 0.116
2772/3354 (epoch 0), train_loss = 4.018, time/batch = 0.125
2773/3354 (epoch 0), train_loss = 3.902, time/batch = 0.119
2774/3354 (epoch 0), train_loss = 3.518, time/batch = 0.117
2775/3354 (epoch 0), train_loss = 4.884, time/batch = 0.119
2776/3354 (epoch 0), train_loss = 3.894, time/batch = 0.116
2777/3354 (epoch 0), train_loss = 3.263, time/batch = 0.117
2778/3354 (epoch 0), train_loss = 4.191, time/batch = 0.118
2779/3354 (epoch 0), train_loss = 3.941, time/batch = 0.116
2780/3354 (epoch 0), train_loss = 4.610, time/batch = 0.118
2781/3354 (epoch 0), train_loss = 4.053, time/batch = 0.118
2782/3354 (epoch 0), train_loss = 4.262, time/batch = 0.117
2783/3354 (epoch 0), train_loss = 4.572, time/batch = 0.118
2784/3354 (epoch 0), train_loss = 4.496, time/batch = 0.118
2785/3354 (epoch 0), train_loss = 4.500, time/batch = 0.117
2786/3354 (epoch 0), train_loss = 4.451, time/batch = 0.117
2787/3354 (epoch 0), train_loss = 4.033, time/batch = 0.116
2788/3354 (epoch 0), train_loss = 3.887, time/batch = 0.118
2789/3354 (epoch 0), train_loss = 3.289, time/batch = 0.118
2790/3354 (epoch 0), train_loss = 3.645, time/batch = 0.118
2791/3354 (epoch 0), train_loss = 5.032, time/batch = 0.115
2792/3354 (epoch 0), train_loss = 4.093, time/batch = 0.118
2793/3354 (epoch 0), train_loss = 3.881, time/batch = 0.116
2794/3354 (epoch 0), train_loss = 3.860, time/batch = 0.117
2795/3354 (epoch 0), train_loss = 4.087, time/batch = 0.116
2796/3354 (epoch 0), train_loss = 4.695, time/batch = 0.117
2797/3354 (epoch 0), train_loss = 4.107, time/batch = 0.119
2798/3354 (epoch 0), train_loss = 5.179, time/batch = 0.117
2799/3354 (epoch 0), train_loss = 4.747, time/batch = 0.115
2800/3354 (epoch 0), train_loss = 4.453, time/batch = 0.116
2801/3354 (epoch 0), train_loss = 5.046, time/batch = 0.117
2802/3354 (epoch 0), train_loss = 3.744, time/batch = 0.116
2803/3354 (epoch 0), train_loss = 5.053, time/batch = 0.117
2804/3354 (epoch 0), train_loss = 4.942, time/batch = 0.116
2805/3354 (epoch 0), train_loss = 5.298, time/batch = 0.117
2806/3354 (epoch 0), train_loss = 4.497, time/batch = 0.118
2807/3354 (epoch 0), train_loss = 4.424, time/batch = 0.118
2808/3354 (epoch 0), train_loss = 4.534, time/batch = 0.116
2809/3354 (epoch 0), train_loss = 4.984, time/batch = 0.116
2810/3354 (epoch 0), train_loss = 4.844, time/batch = 0.120
2811/3354 (epoch 0), train_loss = 5.158, time/batch = 0.118
2812/3354 (epoch 0), train_loss = 3.969, time/batch = 0.117
2813/3354 (epoch 0), train_loss = 4.735, time/batch = 0.115
2814/3354 (epoch 0), train_loss = 4.669, time/batch = 0.120
2815/3354 (epoch 0), train_loss = 4.173, time/batch = 0.120
2816/3354 (epoch 0), train_loss = 4.613, time/batch = 0.117
2817/3354 (epoch 0), train_loss = 3.718, time/batch = 0.117
2818/3354 (epoch 0), train_loss = 3.786, time/batch = 0.121
2819/3354 (epoch 0), train_loss = 3.628, time/batch = 0.116
2820/3354 (epoch 0), train_loss = 3.748, time/batch = 0.119
2821/3354 (epoch 0), train_loss = 3.311, time/batch = 0.116
2822/3354 (epoch 0), train_loss = 3.215, time/batch = 0.117
2823/3354 (epoch 0), train_loss = 3.372, time/batch = 0.117
2824/3354 (epoch 0), train_loss = 4.743, time/batch = 0.116
2825/3354 (epoch 0), train_loss = 3.479, time/batch = 0.117
2826/3354 (epoch 0), train_loss = 3.846, time/batch = 0.117
2827/3354 (epoch 0), train_loss = 4.541, time/batch = 0.119
2828/3354 (epoch 0), train_loss = 3.551, time/batch = 0.117
2829/3354 (epoch 0), train_loss = 4.264, time/batch = 0.116
2830/3354 (epoch 0), train_loss = 4.342, time/batch = 0.117
2831/3354 (epoch 0), train_loss = 4.021, time/batch = 0.120
2832/3354 (epoch 0), train_loss = 4.441, time/batch = 0.120
2833/3354 (epoch 0), train_loss = 3.981, time/batch = 0.116
2834/3354 (epoch 0), train_loss = 4.112, time/batch = 0.116
2835/3354 (epoch 0), train_loss = 4.749, time/batch = 0.118
2836/3354 (epoch 0), train_loss = 4.553, time/batch = 0.117
2837/3354 (epoch 0), train_loss = 3.874, time/batch = 0.115
2838/3354 (epoch 0), train_loss = 3.927, time/batch = 0.116
2839/3354 (epoch 0), train_loss = 4.885, time/batch = 0.116
2840/3354 (epoch 0), train_loss = 4.157, time/batch = 0.116
2841/3354 (epoch 0), train_loss = 4.100, time/batch = 0.120
2842/3354 (epoch 0), train_loss = 4.730, time/batch = 0.115
2843/3354 (epoch 0), train_loss = 4.688, time/batch = 0.116
2844/3354 (epoch 0), train_loss = 5.904, time/batch = 0.119
2845/3354 (epoch 0), train_loss = 5.156, time/batch = 0.117
2846/3354 (epoch 0), train_loss = 4.465, time/batch = 0.119
2847/3354 (epoch 0), train_loss = 4.368, time/batch = 0.115
2848/3354 (epoch 0), train_loss = 5.586, time/batch = 0.119
2849/3354 (epoch 0), train_loss = 4.522, time/batch = 0.117
2850/3354 (epoch 0), train_loss = 3.986, time/batch = 0.117
2851/3354 (epoch 0), train_loss = 4.104, time/batch = 0.116
2852/3354 (epoch 0), train_loss = 4.152, time/batch = 0.116
2853/3354 (epoch 0), train_loss = 3.464, time/batch = 0.117
2854/3354 (epoch 0), train_loss = 3.735, time/batch = 0.115
2855/3354 (epoch 0), train_loss = 5.056, time/batch = 0.117
2856/3354 (epoch 0), train_loss = 5.543, time/batch = 0.117
2857/3354 (epoch 0), train_loss = 5.682, time/batch = 0.119
2858/3354 (epoch 0), train_loss = 4.136, time/batch = 0.116
2859/3354 (epoch 0), train_loss = 5.222, time/batch = 0.117
2860/3354 (epoch 0), train_loss = 4.558, time/batch = 0.119
2861/3354 (epoch 0), train_loss = 4.065, time/batch = 0.118
2862/3354 (epoch 0), train_loss = 4.815, time/batch = 0.115
2863/3354 (epoch 0), train_loss = 4.512, time/batch = 0.118
2864/3354 (epoch 0), train_loss = 4.343, time/batch = 0.117
2865/3354 (epoch 0), train_loss = 4.993, time/batch = 0.118
2866/3354 (epoch 0), train_loss = 4.694, time/batch = 0.115
2867/3354 (epoch 0), train_loss = 4.650, time/batch = 0.117
2868/3354 (epoch 0), train_loss = 4.302, time/batch = 0.115
2869/3354 (epoch 0), train_loss = 4.667, time/batch = 0.117
2870/3354 (epoch 0), train_loss = 4.957, time/batch = 0.118
2871/3354 (epoch 0), train_loss = 4.311, time/batch = 0.115
2872/3354 (epoch 0), train_loss = 4.031, time/batch = 0.117
2873/3354 (epoch 0), train_loss = 4.925, time/batch = 0.116
2874/3354 (epoch 0), train_loss = 3.789, time/batch = 0.118
2875/3354 (epoch 0), train_loss = 4.477, time/batch = 0.118
2876/3354 (epoch 0), train_loss = 4.756, time/batch = 0.117
2877/3354 (epoch 0), train_loss = 4.594, time/batch = 0.116
2878/3354 (epoch 0), train_loss = 4.381, time/batch = 0.121
2879/3354 (epoch 0), train_loss = 4.556, time/batch = 0.115
2880/3354 (epoch 0), train_loss = 4.562, time/batch = 0.117
2881/3354 (epoch 0), train_loss = 4.350, time/batch = 0.117
2882/3354 (epoch 0), train_loss = 3.865, time/batch = 0.117
2883/3354 (epoch 0), train_loss = 3.598, time/batch = 0.116
2884/3354 (epoch 0), train_loss = 4.309, time/batch = 0.115
2885/3354 (epoch 0), train_loss = 4.474, time/batch = 0.116
2886/3354 (epoch 0), train_loss = 4.025, time/batch = 0.117
2887/3354 (epoch 0), train_loss = 4.326, time/batch = 0.117
2888/3354 (epoch 0), train_loss = 4.328, time/batch = 0.117
2889/3354 (epoch 0), train_loss = 3.545, time/batch = 0.118
2890/3354 (epoch 0), train_loss = 4.210, time/batch = 0.117
2891/3354 (epoch 0), train_loss = 4.420, time/batch = 0.119
2892/3354 (epoch 0), train_loss = 5.031, time/batch = 0.117
2893/3354 (epoch 0), train_loss = 5.119, time/batch = 0.116
2894/3354 (epoch 0), train_loss = 3.845, time/batch = 0.116
2895/3354 (epoch 0), train_loss = 5.076, time/batch = 0.119
2896/3354 (epoch 0), train_loss = 4.723, time/batch = 0.117
2897/3354 (epoch 0), train_loss = 4.759, time/batch = 0.116
2898/3354 (epoch 0), train_loss = 4.069, time/batch = 0.117
2899/3354 (epoch 0), train_loss = 4.609, time/batch = 0.117
2900/3354 (epoch 0), train_loss = 4.086, time/batch = 0.119
2901/3354 (epoch 0), train_loss = 4.305, time/batch = 0.116
2902/3354 (epoch 0), train_loss = 5.192, time/batch = 0.118
2903/3354 (epoch 0), train_loss = 4.071, time/batch = 0.115
2904/3354 (epoch 0), train_loss = 4.868, time/batch = 0.119
2905/3354 (epoch 0), train_loss = 4.793, time/batch = 0.117
2906/3354 (epoch 0), train_loss = 4.914, time/batch = 0.116
2907/3354 (epoch 0), train_loss = 4.133, time/batch = 0.116
2908/3354 (epoch 0), train_loss = 3.868, time/batch = 0.119
2909/3354 (epoch 0), train_loss = 4.290, time/batch = 0.115
2910/3354 (epoch 0), train_loss = 4.456, time/batch = 0.117
2911/3354 (epoch 0), train_loss = 4.103, time/batch = 0.118
2912/3354 (epoch 0), train_loss = 4.216, time/batch = 0.119
2913/3354 (epoch 0), train_loss = 3.251, time/batch = 0.118
2914/3354 (epoch 0), train_loss = 5.168, time/batch = 0.117
2915/3354 (epoch 0), train_loss = 4.946, time/batch = 0.116
2916/3354 (epoch 0), train_loss = 5.259, time/batch = 0.118
2917/3354 (epoch 0), train_loss = 4.680, time/batch = 0.118
2918/3354 (epoch 0), train_loss = 4.442, time/batch = 0.117
2919/3354 (epoch 0), train_loss = 4.760, time/batch = 0.115
2920/3354 (epoch 0), train_loss = 4.598, time/batch = 0.118
2921/3354 (epoch 0), train_loss = 4.295, time/batch = 0.118
2922/3354 (epoch 0), train_loss = 4.933, time/batch = 0.117
2923/3354 (epoch 0), train_loss = 3.894, time/batch = 0.118
2924/3354 (epoch 0), train_loss = 4.895, time/batch = 0.117
2925/3354 (epoch 0), train_loss = 3.734, time/batch = 0.118
2926/3354 (epoch 0), train_loss = 3.770, time/batch = 0.116
2927/3354 (epoch 0), train_loss = 4.726, time/batch = 0.115
2928/3354 (epoch 0), train_loss = 4.442, time/batch = 0.116
2929/3354 (epoch 0), train_loss = 4.378, time/batch = 0.117
2930/3354 (epoch 0), train_loss = 4.479, time/batch = 0.118
2931/3354 (epoch 0), train_loss = 4.309, time/batch = 0.116
2932/3354 (epoch 0), train_loss = 4.822, time/batch = 0.117
2933/3354 (epoch 0), train_loss = 4.640, time/batch = 0.114
2934/3354 (epoch 0), train_loss = 4.200, time/batch = 0.119
2935/3354 (epoch 0), train_loss = 3.699, time/batch = 0.118
2936/3354 (epoch 0), train_loss = 3.575, time/batch = 0.116
2937/3354 (epoch 0), train_loss = 4.543, time/batch = 0.115
2938/3354 (epoch 0), train_loss = 4.614, time/batch = 0.118
2939/3354 (epoch 0), train_loss = 4.194, time/batch = 0.116
2940/3354 (epoch 0), train_loss = 3.772, time/batch = 0.118
2941/3354 (epoch 0), train_loss = 4.158, time/batch = 0.116
2942/3354 (epoch 0), train_loss = 4.232, time/batch = 0.118
2943/3354 (epoch 0), train_loss = 4.493, time/batch = 0.116
2944/3354 (epoch 0), train_loss = 4.612, time/batch = 0.116
2945/3354 (epoch 0), train_loss = 3.976, time/batch = 0.117
2946/3354 (epoch 0), train_loss = 4.033, time/batch = 0.117
2947/3354 (epoch 0), train_loss = 4.195, time/batch = 0.117
2948/3354 (epoch 0), train_loss = 4.004, time/batch = 0.118
2949/3354 (epoch 0), train_loss = 3.793, time/batch = 0.116
2950/3354 (epoch 0), train_loss = 4.055, time/batch = 0.115
2951/3354 (epoch 0), train_loss = 4.755, time/batch = 0.119
2952/3354 (epoch 0), train_loss = 4.779, time/batch = 0.115
2953/3354 (epoch 0), train_loss = 4.773, time/batch = 0.115
2954/3354 (epoch 0), train_loss = 4.496, time/batch = 0.119
2955/3354 (epoch 0), train_loss = 4.292, time/batch = 0.118
2956/3354 (epoch 0), train_loss = 3.792, time/batch = 0.116
2957/3354 (epoch 0), train_loss = 3.215, time/batch = 0.115
2958/3354 (epoch 0), train_loss = 3.562, time/batch = 0.116
2959/3354 (epoch 0), train_loss = 3.244, time/batch = 0.113
2960/3354 (epoch 0), train_loss = 4.108, time/batch = 0.119
2961/3354 (epoch 0), train_loss = 4.300, time/batch = 0.116
2962/3354 (epoch 0), train_loss = 4.535, time/batch = 0.118
2963/3354 (epoch 0), train_loss = 3.611, time/batch = 0.115
2964/3354 (epoch 0), train_loss = 3.956, time/batch = 0.119
2965/3354 (epoch 0), train_loss = 4.564, time/batch = 0.116
2966/3354 (epoch 0), train_loss = 4.268, time/batch = 0.116
2967/3354 (epoch 0), train_loss = 4.173, time/batch = 0.116
2968/3354 (epoch 0), train_loss = 3.906, time/batch = 0.118
2969/3354 (epoch 0), train_loss = 4.018, time/batch = 0.121
2970/3354 (epoch 0), train_loss = 3.782, time/batch = 0.119
2971/3354 (epoch 0), train_loss = 4.218, time/batch = 0.115
2972/3354 (epoch 0), train_loss = 4.576, time/batch = 0.118
2973/3354 (epoch 0), train_loss = 3.887, time/batch = 0.117
2974/3354 (epoch 0), train_loss = 3.806, time/batch = 0.116
2975/3354 (epoch 0), train_loss = 3.742, time/batch = 0.117
2976/3354 (epoch 0), train_loss = 4.536, time/batch = 0.117
2977/3354 (epoch 0), train_loss = 4.258, time/batch = 0.116
2978/3354 (epoch 0), train_loss = 4.285, time/batch = 0.118
2979/3354 (epoch 0), train_loss = 4.270, time/batch = 0.116
2980/3354 (epoch 0), train_loss = 4.198, time/batch = 0.117
2981/3354 (epoch 0), train_loss = 4.210, time/batch = 0.120
2982/3354 (epoch 0), train_loss = 4.632, time/batch = 0.117
2983/3354 (epoch 0), train_loss = 4.559, time/batch = 0.117
2984/3354 (epoch 0), train_loss = 4.502, time/batch = 0.117
2985/3354 (epoch 0), train_loss = 4.222, time/batch = 0.117
2986/3354 (epoch 0), train_loss = 4.444, time/batch = 0.115
2987/3354 (epoch 0), train_loss = 4.993, time/batch = 0.119
2988/3354 (epoch 0), train_loss = 4.286, time/batch = 0.117
2989/3354 (epoch 0), train_loss = 4.805, time/batch = 0.116
2990/3354 (epoch 0), train_loss = 4.495, time/batch = 0.117
2991/3354 (epoch 0), train_loss = 4.438, time/batch = 0.116
2992/3354 (epoch 0), train_loss = 4.219, time/batch = 0.116
2993/3354 (epoch 0), train_loss = 4.121, time/batch = 0.118
2994/3354 (epoch 0), train_loss = 4.266, time/batch = 0.119
2995/3354 (epoch 0), train_loss = 5.412, time/batch = 0.116
2996/3354 (epoch 0), train_loss = 4.909, time/batch = 0.117
2997/3354 (epoch 0), train_loss = 3.923, time/batch = 0.116
2998/3354 (epoch 0), train_loss = 4.419, time/batch = 0.117
2999/3354 (epoch 0), train_loss = 4.195, time/batch = 0.116
3000/3354 (epoch 0), train_loss = 4.536, time/batch = 0.116
3001/3354 (epoch 0), train_loss = 4.513, time/batch = 0.116
3002/3354 (epoch 0), train_loss = 4.466, time/batch = 0.120
3003/3354 (epoch 0), train_loss = 4.560, time/batch = 0.121
3004/3354 (epoch 0), train_loss = 4.875, time/batch = 0.117
3005/3354 (epoch 0), train_loss = 4.728, time/batch = 0.117
3006/3354 (epoch 0), train_loss = 4.742, time/batch = 0.117
3007/3354 (epoch 0), train_loss = 4.648, time/batch = 0.120
3008/3354 (epoch 0), train_loss = 4.031, time/batch = 0.116
3009/3354 (epoch 0), train_loss = 4.260, time/batch = 0.117
3010/3354 (epoch 0), train_loss = 3.874, time/batch = 0.117
3011/3354 (epoch 0), train_loss = 4.086, time/batch = 0.119
3012/3354 (epoch 0), train_loss = 4.899, time/batch = 0.118
3013/3354 (epoch 0), train_loss = 4.476, time/batch = 0.116
3014/3354 (epoch 0), train_loss = 4.435, time/batch = 0.118
3015/3354 (epoch 0), train_loss = 4.852, time/batch = 0.117
3016/3354 (epoch 0), train_loss = 4.414, time/batch = 0.117
3017/3354 (epoch 0), train_loss = 4.029, time/batch = 0.115
3018/3354 (epoch 0), train_loss = 4.398, time/batch = 0.117
3019/3354 (epoch 0), train_loss = 3.960, time/batch = 0.116
3020/3354 (epoch 0), train_loss = 4.334, time/batch = 0.119
3021/3354 (epoch 0), train_loss = 4.489, time/batch = 0.116
3022/3354 (epoch 0), train_loss = 4.656, time/batch = 0.118
3023/3354 (epoch 0), train_loss = 3.889, time/batch = 0.117
3024/3354 (epoch 0), train_loss = 4.051, time/batch = 0.117
3025/3354 (epoch 0), train_loss = 4.146, time/batch = 0.115
3026/3354 (epoch 0), train_loss = 3.571, time/batch = 0.116
3027/3354 (epoch 0), train_loss = 4.404, time/batch = 0.115
3028/3354 (epoch 0), train_loss = 3.765, time/batch = 0.118
3029/3354 (epoch 0), train_loss = 4.347, time/batch = 0.122
3030/3354 (epoch 0), train_loss = 4.034, time/batch = 0.119
3031/3354 (epoch 0), train_loss = 4.164, time/batch = 0.117
3032/3354 (epoch 0), train_loss = 4.252, time/batch = 0.117
3033/3354 (epoch 0), train_loss = 4.850, time/batch = 0.117
3034/3354 (epoch 0), train_loss = 3.887, time/batch = 0.119
3035/3354 (epoch 0), train_loss = 4.492, time/batch = 0.116
3036/3354 (epoch 0), train_loss = 4.860, time/batch = 0.118
3037/3354 (epoch 0), train_loss = 4.259, time/batch = 0.116
3038/3354 (epoch 0), train_loss = 3.818, time/batch = 0.117
3039/3354 (epoch 0), train_loss = 3.862, time/batch = 0.117
3040/3354 (epoch 0), train_loss = 2.765, time/batch = 0.118
3041/3354 (epoch 0), train_loss = 4.238, time/batch = 0.117
3042/3354 (epoch 0), train_loss = 3.483, time/batch = 0.118
3043/3354 (epoch 0), train_loss = 4.512, time/batch = 0.116
3044/3354 (epoch 0), train_loss = 4.987, time/batch = 0.116
3045/3354 (epoch 0), train_loss = 4.789, time/batch = 0.117
3046/3354 (epoch 0), train_loss = 4.245, time/batch = 0.116
3047/3354 (epoch 0), train_loss = 4.276, time/batch = 0.118
3048/3354 (epoch 0), train_loss = 4.563, time/batch = 0.120
3049/3354 (epoch 0), train_loss = 4.912, time/batch = 0.116
3050/3354 (epoch 0), train_loss = 4.708, time/batch = 0.117
3051/3354 (epoch 0), train_loss = 4.621, time/batch = 0.116
3052/3354 (epoch 0), train_loss = 4.549, time/batch = 0.118
3053/3354 (epoch 0), train_loss = 4.325, time/batch = 0.117
3054/3354 (epoch 0), train_loss = 3.716, time/batch = 0.119
3055/3354 (epoch 0), train_loss = 5.358, time/batch = 0.116
3056/3354 (epoch 0), train_loss = 5.685, time/batch = 0.117
3057/3354 (epoch 0), train_loss = 5.296, time/batch = 0.116
3058/3354 (epoch 0), train_loss = 4.637, time/batch = 0.116
3059/3354 (epoch 0), train_loss = 3.574, time/batch = 0.117
3060/3354 (epoch 0), train_loss = 3.279, time/batch = 0.116
3061/3354 (epoch 0), train_loss = 3.702, time/batch = 0.117
3062/3354 (epoch 0), train_loss = 4.585, time/batch = 0.116
3063/3354 (epoch 0), train_loss = 4.245, time/batch = 0.116
3064/3354 (epoch 0), train_loss = 3.046, time/batch = 0.117
3065/3354 (epoch 0), train_loss = 3.784, time/batch = 0.115
3066/3354 (epoch 0), train_loss = 3.648, time/batch = 0.116
3067/3354 (epoch 0), train_loss = 3.271, time/batch = 0.118
3068/3354 (epoch 0), train_loss = 3.500, time/batch = 0.117
3069/3354 (epoch 0), train_loss = 3.214, time/batch = 0.116
3070/3354 (epoch 0), train_loss = 4.363, time/batch = 0.117
3071/3354 (epoch 0), train_loss = 4.719, time/batch = 0.117
3072/3354 (epoch 0), train_loss = 5.288, time/batch = 0.116
3073/3354 (epoch 0), train_loss = 5.054, time/batch = 0.116
3074/3354 (epoch 0), train_loss = 5.374, time/batch = 0.114
3075/3354 (epoch 0), train_loss = 5.142, time/batch = 0.117
3076/3354 (epoch 0), train_loss = 4.122, time/batch = 0.117
3077/3354 (epoch 0), train_loss = 4.227, time/batch = 0.116
3078/3354 (epoch 0), train_loss = 4.169, time/batch = 0.118
3079/3354 (epoch 0), train_loss = 4.012, time/batch = 0.116
3080/3354 (epoch 0), train_loss = 4.513, time/batch = 0.118
3081/3354 (epoch 0), train_loss = 5.549, time/batch = 0.115
3082/3354 (epoch 0), train_loss = 4.928, time/batch = 0.118
3083/3354 (epoch 0), train_loss = 4.883, time/batch = 0.116
3084/3354 (epoch 0), train_loss = 3.817, time/batch = 0.118
3085/3354 (epoch 0), train_loss = 3.967, time/batch = 0.116
3086/3354 (epoch 0), train_loss = 3.775, time/batch = 0.117
3087/3354 (epoch 0), train_loss = 4.693, time/batch = 0.116
3088/3354 (epoch 0), train_loss = 4.427, time/batch = 0.119
3089/3354 (epoch 0), train_loss = 4.410, time/batch = 0.117
3090/3354 (epoch 0), train_loss = 3.567, time/batch = 0.127
3091/3354 (epoch 0), train_loss = 4.605, time/batch = 0.116
3092/3354 (epoch 0), train_loss = 4.331, time/batch = 0.117
3093/3354 (epoch 0), train_loss = 4.703, time/batch = 0.117
3094/3354 (epoch 0), train_loss = 5.125, time/batch = 0.115
3095/3354 (epoch 0), train_loss = 5.428, time/batch = 0.114
3096/3354 (epoch 0), train_loss = 4.970, time/batch = 0.118
3097/3354 (epoch 0), train_loss = 4.652, time/batch = 0.118
3098/3354 (epoch 0), train_loss = 4.747, time/batch = 0.119
3099/3354 (epoch 0), train_loss = 4.295, time/batch = 0.116
3100/3354 (epoch 0), train_loss = 4.244, time/batch = 0.117
3101/3354 (epoch 0), train_loss = 3.755, time/batch = 0.118
3102/3354 (epoch 0), train_loss = 4.158, time/batch = 0.117
3103/3354 (epoch 0), train_loss = 4.773, time/batch = 0.116
3104/3354 (epoch 0), train_loss = 4.444, time/batch = 0.117
3105/3354 (epoch 0), train_loss = 4.736, time/batch = 0.119
3106/3354 (epoch 0), train_loss = 4.172, time/batch = 0.117
3107/3354 (epoch 0), train_loss = 4.175, time/batch = 0.117
3108/3354 (epoch 0), train_loss = 4.468, time/batch = 0.118
3109/3354 (epoch 0), train_loss = 4.495, time/batch = 0.117
3110/3354 (epoch 0), train_loss = 5.161, time/batch = 0.119
3111/3354 (epoch 0), train_loss = 4.077, time/batch = 0.118
3112/3354 (epoch 0), train_loss = 4.430, time/batch = 0.118
3113/3354 (epoch 0), train_loss = 4.618, time/batch = 0.119
3114/3354 (epoch 0), train_loss = 4.460, time/batch = 0.120
3115/3354 (epoch 0), train_loss = 3.347, time/batch = 0.115
3116/3354 (epoch 0), train_loss = 4.314, time/batch = 0.117
3117/3354 (epoch 0), train_loss = 4.594, time/batch = 0.116
3118/3354 (epoch 0), train_loss = 5.654, time/batch = 0.118
3119/3354 (epoch 0), train_loss = 5.085, time/batch = 0.117
3120/3354 (epoch 0), train_loss = 5.470, time/batch = 0.117
3121/3354 (epoch 0), train_loss = 4.814, time/batch = 0.116
